Edition,Entity_code,GLOBAL_ID,Series_with_units,Rank,Value
2014,MLI,ELECTPRODPC,"3.01 Electricity production, kWh/capita",143,38.3500736321
2012,MLT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",39,5585.2695762249
2013,MLT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",42,5234.4133085019
2014,MLT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",41,5265.482053202
2012,MMR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2013,MMR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2014,MMR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",128,139.9597556964
2012,MNE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",50,4227.6913785294
2013,MNE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",54,4157.4468422597
2014,MNE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",53,4279.4258866597
2012,MNG,ELECTPRODPC,"3.01 Electricity production, kWh/capita",87,1553.9045553959
2013,MNG,ELECTPRODPC,"3.01 Electricity production, kWh/capita",88,1541.4917583664
2014,MNG,ELECTPRODPC,"3.01 Electricity production, kWh/capita",86,1725.7223398805
2012,MOZ,ELECTPRODPC,"3.01 Electricity production, kWh/capita",103,677.341500656
2013,MOZ,ELECTPRODPC,"3.01 Electricity production, kWh/capita",103,742.0837149
2014,MOZ,ELECTPRODPC,"3.01 Electricity production, kWh/capita",107,684.6649334026
2012,MRT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",124,165.9963086305
2013,MRT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",124,140.3350870285
2014,MRT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",129,134.8093343803
2012,MUS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",84,1870.9365353714
2013,MUS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",77,2265.8254851643
2014,MUS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",80,2265.8254851643
2012,MWI,ELECTPRODPC,"3.01 Electricity production, kWh/capita",127,119.6705803088
2013,MWI,ELECTPRODPC,"3.01 Electricity production, kWh/capita",126,120.2025440564
2014,MWI,ELECTPRODPC,"3.01 Electricity production, kWh/capita",131,119.121645295
2012,MYS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",58,3541.2686957258
2013,MYS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",58,3759.6878215074
2014,MYS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",50,4523.4585608218
2012,NAM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",97,952.9990156434
2013,NAM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",101,776.9578043226
2014,NAM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",110,644.8360357825
2012,NGA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",125,140.1114905161
2013,NGA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",125,128.0163558517
2014,NGA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",126,164.6477763887
2012,NIC,ELECTPRODPC,"3.01 Electricity production, kWh/capita",110,596.3896864509
2013,NIC,ELECTPRODPC,"3.01 Electricity production, kWh/capita",110,604.704188798
2014,NIC,ELECTPRODPC,"3.01 Electricity production, kWh/capita",109,647.7401236142
2012,NLD,ELECTPRODPC,"3.01 Electricity production, kWh/capita",30,6777.5338861597
2013,NLD,ELECTPRODPC,"3.01 Electricity production, kWh/capita",31,6905.2831368308
2014,NLD,ELECTPRODPC,"3.01 Electricity production, kWh/capita",35,6092.1873327328
2012,NOR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",2,27298.9129917613
2013,NOR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",2,25372.797311327
2014,NOR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",2,29244.2380942798
2012,NPL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",128,106.6930221034
2013,NPL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",129,105.9704153296
2014,NPL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",130,121.9603491144
2012,NZL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",12,10035.5616999659
2013,NZL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",12,10261.4588580063
2014,NZL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",14,9984.4352710293
2012,OMN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",36,5961.7825506084
2013,OMN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",32,6571.5609918511
2014,OMN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",30,7231.6146594754
2012,PAK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",111,547.2095341667
2013,PAK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",112,559.5492782468
2014,PAK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",114,540.7275474449
2012,PAN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",82,1887.5750883535
2013,PAN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",83,2006.7009426324
2014,PAN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",82,2100.6437482521
2012,PER,ELECTPRODPC,"3.01 Electricity production, kWh/capita",93,1139.360394062
2013,PER,ELECTPRODPC,"3.01 Electricity production, kWh/capita",91,1229.0909399363
2014,PER,ELECTPRODPC,"3.01 Electricity production, kWh/capita",92,1324.4352409651
2012,PHL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",104,674.491324961
2013,PHL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",105,675.233517213
2014,PHL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",105,727.7590604115
2012,POL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",53,3948.3934159403
2013,POL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",55,4110.9706468074
2014,POL,ELECTPRODPC,"3.01 Electricity production, kWh/capita",55,4192.8003192923
2012,PRI,ELECTPRODPC,"3.01 Electricity production, kWh/capita",40,5565.3380530521
2013,PRI,ELECTPRODPC,"3.01 Electricity production, kWh/capita",39,5536.8261768095
2014,PRI,ELECTPRODPC,"3.01 Electricity production, kWh/capita",38,5536.8261768095
2012,PRT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",48,4613.5115544223
2013,PRT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",46,4952.8331596998
2014,PRT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",52,4325.7608768861
2012,PRY,ELECTPRODPC,"3.01 Electricity production, kWh/capita",15,8902.3829250934
2013,PRY,ELECTPRODPC,"3.01 Electricity production, kWh/capita",19,8666.0258484377
2014,PRY,ELECTPRODPC,"3.01 Electricity production, kWh/capita",20,8766.9480611651
2012,QAT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",5,15483.5752045041
2013,QAT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",6,15519.1783522608
2014,QAT,ELECTPRODPC,"3.01 Electricity production, kWh/capita",6,16081.4107683178
2012,ROU,ELECTPRODPC,"3.01 Electricity production, kWh/capita",63,3008.6786455518
2013,ROU,ELECTPRODPC,"3.01 Electricity production, kWh/capita",70,2688.0783091526
2014,ROU,ELECTPRODPC,"3.01 Electricity production, kWh/capita",70,2899.2044454686
2012,RUS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",28,7253.4822171356
2013,RUS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",29,6976.5696568248
2014,RUS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",29,7365.7036933408
2012,RWA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",140,15.993455478
2013,RWA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",140,23.2948883625
2014,RWA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",144,22.8117353748
2012,SAU,ELECTPRODPC,"3.01 Electricity production, kWh/capita",27,7803.8299072342
2013,SAU,ELECTPRODPC,"3.01 Electricity production, kWh/capita",24,8097.3236517967
2014,SAU,ELECTPRODPC,"3.01 Electricity production, kWh/capita",17,9007.9767368948
2012,SEN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",122,203.6968647905
2013,SEN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",120,236.0644146936
2014,SEN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",123,226.0940261592
2012,SGP,ELECTPRODPC,"3.01 Electricity production, kWh/capita",18,8741.6411998116
2013,SGP,ELECTPRODPC,"3.01 Electricity production, kWh/capita",22,8380.9848424092
2014,SGP,ELECTPRODPC,"3.01 Electricity production, kWh/capita",19,8873.7774176746
2012,SLE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2013,SLE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",141,20.90849866
2014,SLE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",145,21.2721376477
2012,SLV,ELECTPRODPC,"3.01 Electricity production, kWh/capita",96,972.3265424916
2013,SLV,ELECTPRODPC,"3.01 Electricity production, kWh/capita",98,939.5458720935
2014,SLV,ELECTPRODPC,"3.01 Electricity production, kWh/capita",99,927.8733143635
2012,SRB,ELECTPRODPC,"3.01 Electricity production, kWh/capita",54,3736.5770584553
2013,SRB,ELECTPRODPC,"3.01 Electricity production, kWh/capita",43,5111.3217436274
2014,SRB,ELECTPRODPC,"3.01 Electricity production, kWh/capita",42,5238.3710958299
2012,SUR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",61,3067.568039824
2013,SUR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",63,3083.5165553869
2014,SUR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",67,3081.6670607663
2012,SVK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",45,4765.0683202836
2013,SVK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",44,5033.2415670506
2014,SVK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",43,5231.7196175346
2012,SVN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",22,8125.6701609179
2013,SVN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",26,7931.3359527049
2014,SVN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",27,7544.1463992941
2012,SWE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",6,14341.8990861455
2013,SWE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",5,16291.6343840976
2014,SWE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",5,17383.2781123796
2012,SWZ,ELECTPRODPC,"3.01 Electricity production, kWh/capita",114,408.5734354245
2013,SWZ,ELECTPRODPC,"3.01 Electricity production, kWh/capita",114,431.237296468
2014,SWZ,ELECTPRODPC,"3.01 Electricity production, kWh/capita",116,383.4101005557
2012,SYC,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2013,SYC,ELECTPRODPC,"3.01 Electricity production, kWh/capita",67,2806.4789571353
2014,SYC,ELECTPRODPC,"3.01 Electricity production, kWh/capita",71,2806.4789571353
2012,SYR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",80,2082.9928153174
2013,SYR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2014,SYR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2012,TCD,ELECTPRODPC,"3.01 Electricity production, kWh/capita",141,9.3863557305
2013,TCD,ELECTPRODPC,"3.01 Electricity production, kWh/capita",144,8.6860406823
2014,TCD,ELECTPRODPC,"3.01 Electricity production, kWh/capita",148,8.3543474485
2012,THA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",78,2159.5335863304
2013,THA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",78,2159.7638708236
2014,THA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",78,2342.9647641147
2012,TJK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",73,2413.0916386009
2013,TJK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",75,2377.4248568931
2014,TJK,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2012,TLS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2013,TLS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",127,112.0012246148
2014,TLS,ELECTPRODPC,"3.01 Electricity production, kWh/capita",133,112.0012246148
2012,TTO,ELECTPRODPC,"3.01 Electricity production, kWh/capita",37,5929.19822094
2013,TTO,ELECTPRODPC,"3.01 Electricity production, kWh/capita",37,5788.1586322136
2014,TTO,ELECTPRODPC,"3.01 Electricity production, kWh/capita",33,6651.5038084679
2012,TUN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",88,1494.1460332331
2013,TUN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",,
2014,TUN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",88,1511.1769004478
2012,TUR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",67,2701.0470642488
2013,TUR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",65,2903.1099693378
2014,TUR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",64,3236.5715599124
2012,TWN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",13,9909.2672713208
2013,TWN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",15,9221.5442263012
2014,TWN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",11,10859.0293043952
2012,TZA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",130,104.4297050982
2013,TZA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",128,106.3303356358
2014,TZA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",132,114.3791381944
2012,UGA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",132,69.4333827536
2013,UGA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",134,75.5377803367
2014,UGA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",137,74.396774521
2012,UKR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",51,4184.5916852962
2013,UKR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",57,3767.0264671587
2014,UKR,ELECTPRODPC,"3.01 Electricity production, kWh/capita",54,4265.2293676336
2012,URY,ELECTPRODPC,"3.01 Electricity production, kWh/capita",69,2620.7670308763
2013,URY,ELECTPRODPC,"3.01 Electricity production, kWh/capita",71,2647.8816647723
2014,URY,ELECTPRODPC,"3.01 Electricity production, kWh/capita",68,3057.2019508873
2012,USA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",8,13524.2037039563
2013,USA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",8,14019.9526756272
2014,USA,ELECTPRODPC,"3.01 Electricity production, kWh/capita",7,13639.7021299207
2012,VEN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",49,4251.877885705
2013,VEN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",52,4349.1755918828
2014,VEN,ELECTPRODPC,"3.01 Electricity production, kWh/capita",56,4137.5055613229
2012,VNM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",99,849.8821992465
2013,VNM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",97,967.0560883464
2014,VNM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",96,1129.0869763206
2012,YEM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",119,289.3055716072
2013,YEM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",118,289.091998213
2014,YEM,ELECTPRODPC,"3.01 Electricity production, kWh/capita",121,266.3038594836
2012,ZAF,ELECTPRODPC,"3.01 Electricity production, kWh/capita",42,5180.9063308462
2013,ZAF,ELECTPRODPC,"3.01 Electricity production, kWh/capita",45,5004.3440662691
2014,ZAF,ELECTPRODPC,"3.01 Electricity production, kWh/capita",46,5131.3034357984
2012,ZMB,ELECTPRODPC,"3.01 Electricity production, kWh/capita",100,783.223254493
2013,ZMB,ELECTPRODPC,"3.01 Electricity production, kWh/capita",100,810.1387751689
2014,ZMB,ELECTPRODPC,"3.01 Electricity production, kWh/capita",102,840.1181886541
2012,ZWE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",107,641.687540251
2013,ZWE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",108,631.5540365907
2014,ZWE,ELECTPRODPC,"3.01 Electricity production, kWh/capita",108,668.1020317937
2012,AGO,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),137,1.9777935535
2013,AGO,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),,
2014,AGO,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),146,1.5527600612
2012,ALB,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),75,3.7378166415
2013,ALB,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),79,3.5998908668
2014,ALB,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),90,3.4870449351
2012,ARE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),25,5.6450005306
2013,ARE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),30,5.4596516026
2014,ARE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),30,5.6177242657
2012,ARG,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),58,4.3694459531
2013,ARG,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),70,3.9891121755
2014,ARG,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),78,3.8581432124
2012,ARM,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),85,3.5217654628
2013,ARM,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),72,3.8774662517
2014,ARM,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),53,4.5795110143
2012,AUS,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),7,6.5975239106
2013,AUS,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),6,6.8059782629
2014,AUS,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),8,6.7896031008
2012,AUT,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),12,6.198200039
2013,AUT,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),9,6.5951487411
2014,AUT,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),10,6.5291850583
2012,AZE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),72,3.781872846
2013,AZE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),75,3.8234088404
2014,AZE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),55,4.5539212233
2012,BDI,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),131,2.2845572215
2013,BDI,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),128,2.1997191644
2014,BDI,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),133,2.1160470899
2012,BEL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),21,5.8003909536
2013,BEL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),18,6.2047188483
2014,BEL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),22,6.0397847532
2012,BEN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),116,2.7995927876
2013,BEN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),113,2.7889405495
2014,BEN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),122,2.6929188507
2012,BFA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),127,2.445079243
2013,BFA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),136,1.789431829
2014,BFA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),147,1.4104116572
2012,BGD,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),114,2.8732637323
2013,BGD,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),109,2.8448202116
2014,BGD,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),112,2.8830890944
2012,BGR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),39,4.8552249252
2013,BGR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),37,5.0326605581
2014,BGR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),34,5.2580562349
2012,BHR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),31,5.20433323
2013,BHR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),39,4.9668331112
2014,BHR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),39,5.0466382685
2012,BIH,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),62,4.2637299389
2013,BIH,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),64,4.1315750236
2014,BIH,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),63,4.3761156253
2012,BLZ,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),78,3.664563163
2013,BLZ,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),,
2014,BLZ,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),,
2012,BOL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),129,2.396680603
2013,BOL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),138,1.7365954008
2014,BOL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),114,2.8334293497
2012,BRA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),68,4.003011877
2013,BRA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),62,4.1634636451
2014,BRA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),56,4.5285535142
2012,BRB,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),33,5.1255200733
2013,BRB,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),32,5.2530623623
2014,BRB,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),35,5.2532213739
2012,BRN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),48,4.6566271985
2013,BRN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),50,4.4716783465
2014,BRN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),37,5.1524028345
2012,BTN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),,
2013,BTN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),,
2014,BTN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),67,4.2151103525
2012,BWA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),93,3.2711961413
2013,BWA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),100,3.0593121778
2014,BWA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),109,3.0085824292
2012,CAN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),3,6.8370849406
2013,CAN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),5,6.8143449192
2014,CAN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),7,6.7912924037
2012,CHE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),8,6.4935457115
2013,CHE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),8,6.7069659583
2014,CHE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),9,6.6948625534
2012,CHL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),50,4.5916844624
2013,CHL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),61,4.1754330622
2014,CHL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),44,4.8621957885
2012,CHN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),87,3.4904244304
2013,CHN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),83,3.4604225132
2014,CHN,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),86,3.533614963
2012,CIV,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),106,3.0816025364
2013,CIV,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),99,3.0653434612
2014,CIV,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),105,3.1094245054
2012,CMR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),132,2.2107031787
2013,CMR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),137,1.7507443877
2014,CMR,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),143,1.5751388972
2012,COL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),88,3.4673737053
2013,COL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),96,3.1801346919
2014,COL,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),80,3.7426289829
2012,CPV,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),117,2.7824273588
2013,CPV,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),103,3.0366124585
2014,CPV,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),107,3.0602401283
2012,CRI,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),77,3.6759282815
2013,CRI,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),76,3.7691357741
2014,CRI,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),92,3.433659793
2012,CYP,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),23,5.7104327274
2013,CYP,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),21,6.0760613886
2014,CYP,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),28,5.7974758818
2012,CZE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),26,5.485187716
2013,CZE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),23,5.8533904627
2014,CZE,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),23,6.0372519997
2012,DEU,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),14,6.0851902566
2013,DEU,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),10,6.5010366884
2014,DEU,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),11,6.4809041054
2012,DNK,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),15,6.0696598038
2013,DNK,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),14,6.399401528
2014,DNK,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),20,6.1530690231
2012,DOM,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),84,3.5367499111
2013,DOM,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),98,3.0847545591
2014,DOM,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),87,3.517903675
2012,DZA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),105,3.0824659612
2013,DZA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),119,2.6172241863
2014,DZA,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),127,2.4299297855
2012,ECU,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),90,3.3703453726
2013,ECU,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),78,3.7077234239
2014,ECU,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),75,3.9356438128
2012,EGY,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),89,3.4333451979
2013,EGY,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),93,3.1935400499
2014,EGY,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),99,3.3011670057
2012,ESP,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),32,5.1673863462
2013,ESP,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),31,5.4334040772
2014,ESP,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),32,5.4762293456
2012,EST,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),24,5.6877828177
2013,EST,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),26,5.7913468826
2014,EST,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),25,5.9383787219
2012,ETH,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),140,1.8550136075
2013,ETH,NRI.B.03,Pillar 3. Infrastructure and digital content (1-7),141,1.6157074976
